Transaction Amount,Payment Method,Is Fraudulent,Account Age Days
289.3,PayPal,0,345
21.19,credit card,0,198
254.14,PayPal,0,69
13.78,PayPal,0,211
91.41,debit card,0,56
124.55,PayPal,0,104
472.76,credit card,0,364
113.47,PayPal,0,90
166.92,debit card,0,77
180.91,PayPal,0,100
128.79,bank transfer,0,289
187.68,debit card,0,38
15.45,bank transfer,0,356
325.63,credit card,0,55
56.7,PayPal,0,232
442.35,PayPal,0,178
155.98,debit card,0,9
12.83,debit card,0,109
137.75,credit card,0,335
10.22,debit card,0,250
39.5,PayPal,0,93
32.68,debit card,0,132
82.29,credit card,0,199
457.75,credit card,0,225
16.6,debit card,0,35
135.95,bank transfer,0,266
196.94,bank transfer,0,241
117.08,PayPal,0,157
377.54,PayPal,0,300
128.9,PayPal,0,63
230.16,bank transfer,0,92
350.25,credit card,0,256
245.95,debit card,0,249
129.89,credit card,0,340
41.57,PayPal,0,237
96.73,debit card,0,221
88.8,debit card,0,66
215.38,bank transfer,0,175
742.52,debit card,0,358
73.37,debit card,0,172
263.59,debit card,0,287
169.84,PayPal,0,89
191.74,debit card,0,268
113.76,bank transfer,0,97
33.08,bank transfer,0,157
87.38,credit card,0,149
303.56,credit card,0,62
99.5,credit card,0,168
108.28,bank transfer,0,41
56.62,PayPal,0,212
522.64,PayPal,0,240
420.54,bank transfer,0,103
64.79,PayPal,0,112
67.75,PayPal,0,254
140.47,bank transfer,0,242
316.0,debit card,0,101
21.72,bank transfer,0,300
407.92,debit card,0,320
49.66,PayPal,0,98
90.69,debit card,0,18
538.53,bank transfer,0,299
10.65,debit card,0,77
52.75,credit card,0,262
647.46,credit card,0,72
610.18,bank transfer,0,345
299.4,PayPal,0,229
148.06,debit card,0,150
175.27,PayPal,0,221
226.96,bank transfer,0,362
310.29,bank transfer,0,348
610.8,debit card,0,62
58.8,debit card,0,83
108.82,bank transfer,0,114
763.25,credit card,0,342
861.35,PayPal,0,92
58.97,PayPal,0,147
664.87,bank transfer,0,300
440.06,PayPal,0,87
100.87,credit card,0,356
32.79,debit card,0,198
336.24,bank transfer,0,113
321.84,bank transfer,0,17
153.02,credit card,0,201
394.58,credit card,0,76
374.5,debit card,0,207
93.55,credit card,0,98
112.51,credit card,0,324
724.57,credit card,0,191
415.7,PayPal,0,279
14.74,debit card,0,100
302.96,PayPal,0,104
228.92,credit card,0,9
319.4,credit card,0,303
272.84,debit card,0,85
155.31,debit card,0,142
571.44,debit card,0,36
89.67,credit card,0,360
18.48,debit card,0,163
241.08,debit card,0,109
509.43,bank transfer,0,332
681.03,PayPal,0,357
54.88,debit card,0,7
51.79,bank transfer,0,352
626.54,PayPal,0,358
201.57,credit card,0,180
56.39,credit card,0,302
108.7,debit card,0,99
75.96,bank transfer,0,13
78.74,bank transfer,0,208
32.85,debit card,0,199
256.08,PayPal,0,180
110.55,PayPal,0,37
73.2,bank transfer,0,319
198.61,debit card,0,188
87.84,bank transfer,0,59
119.37,PayPal,0,236
14.58,PayPal,0,283
194.08,debit card,0,227
310.8,bank transfer,0,181
205.05,PayPal,1,308
68.5,credit card,0,10
170.42,PayPal,0,94
160.21,PayPal,0,205
153.79,PayPal,0,95
131.36,bank transfer,0,225
412.98,PayPal,0,210
197.88,PayPal,0,213
51.09,debit card,0,314
54.58,credit card,0,11
835.94,PayPal,1,27
24.49,bank transfer,0,100
84.2,PayPal,0,47
300.17,bank transfer,0,175
127.79,debit card,0,137
106.16,PayPal,0,69
153.48,bank transfer,0,173
338.99,PayPal,0,17
918.56,PayPal,0,84
146.38,PayPal,0,174
190.24,credit card,0,344
116.85,bank transfer,0,290
137.7,PayPal,0,56
29.14,bank transfer,0,357
305.5,debit card,0,58
76.83,credit card,0,276
136.56,PayPal,0,314
348.42,credit card,0,35
229.84,PayPal,0,50
42.38,bank transfer,0,240
111.14,debit card,0,99
195.38,credit card,0,172
70.2,debit card,0,277
261.81,bank transfer,0,354
111.88,debit card,0,109
71.06,debit card,0,176
46.99,bank transfer,0,104
301.41,debit card,0,318
177.4,PayPal,0,312
148.46,bank transfer,0,235
30.26,credit card,0,295
228.26,bank transfer,0,354
68.47,debit card,0,343
95.04,bank transfer,0,77
272.3,debit card,0,72
42.19,debit card,0,114
123.74,debit card,0,329
48.25,bank transfer,0,58
19.32,PayPal,0,216
292.89,bank transfer,0,160
71.59,credit card,0,78
507.55,PayPal,1,6
17.02,bank transfer,0,114
331.03,bank transfer,0,182
320.24,debit card,0,303
119.81,PayPal,0,308
1042.2,bank transfer,1,307
155.32,credit card,0,123
281.36,credit card,0,113
73.71,debit card,0,77
92.49,bank transfer,0,361
107.49,credit card,0,182
274.9,credit card,0,196
104.97,debit card,0,136
380.55,bank transfer,0,124
90.63,credit card,0,339
153.18,debit card,0,91
212.97,PayPal,0,224
133.29,credit card,0,362
284.77,bank transfer,0,66
46.2,debit card,0,257
53.45,bank transfer,0,155
209.54,debit card,0,237
154.92,PayPal,0,39
91.49,debit card,0,36
10.91,PayPal,0,363
140.6,bank transfer,1,28
207.06,bank transfer,0,146
265.6,bank transfer,0,131
55.57,bank transfer,0,118
182.64,debit card,0,270
112.42,bank transfer,1,22
426.95,debit card,1,250
22.93,debit card,0,175
45.35,debit card,0,136
173.14,credit card,0,16
66.66,credit card,0,250
13.4,bank transfer,0,268
49.58,debit card,0,207
92.28,bank transfer,0,15
34.21,PayPal,0,31
329.9,debit card,0,249
378.13,debit card,0,244
190.07,debit card,0,24
306.73,bank transfer,0,278
98.65,bank transfer,0,50
85.79,debit card,0,311
460.46,PayPal,0,321
81.29,bank transfer,0,148
181.37,credit card,0,142
346.67,bank transfer,0,312
154.55,PayPal,0,302
12.04,PayPal,0,248
20.1,credit card,0,246
69.8,debit card,0,228
371.88,bank transfer,0,9
226.26,debit card,0,338
316.99,bank transfer,0,350
511.55,PayPal,0,339
53.87,credit card,0,244
97.76,credit card,0,327
180.06,bank transfer,0,284
28.45,credit card,0,253
61.02,debit card,0,220
66.76,bank transfer,0,254
105.72,bank transfer,0,97
150.19,PayPal,0,97
125.76,debit card,0,279
62.78,debit card,0,109
123.32,bank transfer,0,305
411.46,bank transfer,0,317
120.15,bank transfer,0,175
138.18,credit card,0,315
50.44,bank transfer,0,102
229.91,bank transfer,0,97
114.85,bank transfer,0,148
61.13,bank transfer,0,224
24.59,debit card,0,124
191.57,bank transfer,0,198
277.14,PayPal,0,331
99.44,debit card,0,341
35.57,PayPal,0,169
90.15,bank transfer,0,56
578.71,bank transfer,0,219
10.4,PayPal,0,345
97.17,PayPal,0,247
66.14,credit card,0,46
123.68,debit card,0,33
45.55,debit card,0,82
911.33,bank transfer,0,219
150.19,credit card,0,33
299.78,credit card,0,87
17.78,credit card,0,41
259.18,debit card,0,244
114.61,credit card,0,168
12.54,PayPal,0,262
110.1,bank transfer,0,351
66.9,debit card,0,123
281.09,debit card,0,239
478.73,credit card,0,292
86.21,credit card,0,147
325.8,debit card,0,27
353.85,PayPal,1,302
470.89,debit card,0,207
29.76,bank transfer,0,264
129.48,debit card,0,232
139.62,PayPal,0,351
307.74,bank transfer,0,346
137.29,credit card,0,28
32.48,bank transfer,0,353
65.76,PayPal,0,283
60.95,credit card,0,47
118.55,debit card,0,211
285.99,bank transfer,0,51
171.35,PayPal,0,121
24.24,credit card,1,2
79.32,PayPal,0,158
409.03,PayPal,0,86
304.57,credit card,1,230
211.99,PayPal,0,35
165.05,PayPal,0,15
48.75,debit card,0,284
165.26,bank transfer,0,121
18.79,credit card,0,9
51.16,bank transfer,0,136
13.89,credit card,0,253
24.91,PayPal,0,40
47.82,debit card,0,139
254.29,PayPal,0,52
110.12,bank transfer,0,317
335.87,debit card,0,309
328.84,bank transfer,1,74
191.63,credit card,0,260
362.76,credit card,0,69
212.28,credit card,0,291
99.24,debit card,0,61
198.23,credit card,0,230
460.27,debit card,0,196
111.42,debit card,0,144
149.87,PayPal,0,358
163.81,credit card,0,245
71.5,PayPal,0,242
514.02,credit card,0,305
28.16,bank transfer,0,87
47.25,debit card,0,327
199.74,credit card,0,120
69.38,PayPal,0,262
185.2,PayPal,1,12
331.37,PayPal,0,189
106.74,PayPal,0,210
514.63,credit card,0,54
97.78,PayPal,0,302
329.07,debit card,0,323
162.41,bank transfer,0,209
21.12,PayPal,0,269
95.31,PayPal,0,176
476.8,bank transfer,1,20
172.16,debit card,0,247
719.41,PayPal,0,193
215.64,debit card,0,206
185.16,PayPal,0,180
125.14,debit card,0,9
403.14,debit card,0,88
765.8,credit card,1,118
263.11,PayPal,0,51
223.28,debit card,0,222
476.16,bank transfer,0,227
98.19,debit card,1,129
298.58,bank transfer,0,206
85.68,credit card,0,140
253.68,credit card,0,4
58.5,credit card,0,144
13.81,PayPal,0,309
28.0,debit card,0,29
63.48,credit card,0,360
135.65,credit card,0,33
165.95,PayPal,0,208
76.07,bank transfer,0,21
252.18,bank transfer,0,60
22.28,PayPal,0,168
132.38,bank transfer,0,271
193.66,credit card,0,79
269.14,debit card,0,109
101.46,credit card,0,282
77.53,PayPal,0,75
189.16,bank transfer,0,165
342.32,debit card,0,249
208.97,debit card,0,16
12.86,credit card,0,297
117.35,debit card,0,243
143.49,PayPal,0,76
163.95,debit card,0,208
47.05,PayPal,0,14
40.55,credit card,0,61
112.56,debit card,1,28
347.84,debit card,0,304
56.33,debit card,0,219
656.54,bank transfer,0,154
430.14,credit card,0,107
11.2,PayPal,0,332
71.92,PayPal,0,329
46.94,credit card,0,129
680.52,credit card,0,262
2210.45,credit card,1,217
118.99,PayPal,0,351
195.95,PayPal,0,159
186.42,bank transfer,0,340
212.88,debit card,0,246
130.18,debit card,0,233
231.06,PayPal,0,111
343.02,bank transfer,0,4
216.07,credit card,0,334
153.09,debit card,0,96
99.15,debit card,0,214
669.09,PayPal,0,325
65.11,PayPal,0,197
236.6,bank transfer,0,81
143.92,debit card,0,303
371.58,debit card,0,105
11.3,PayPal,0,184
81.55,PayPal,0,167
269.42,bank transfer,0,132
34.13,bank transfer,0,352
83.71,debit card,0,221
24.23,PayPal,1,312
602.51,PayPal,0,215
64.11,PayPal,0,209
172.28,PayPal,0,289
593.74,credit card,0,26
358.78,bank transfer,0,43
756.99,debit card,0,68
38.86,PayPal,0,359
102.2,bank transfer,0,110
65.6,debit card,0,91
239.71,bank transfer,0,9
10.4,bank transfer,0,333
72.65,debit card,0,356
289.34,bank transfer,0,227
66.82,bank transfer,0,108
618.19,PayPal,0,58
313.54,debit card,1,231
100.12,credit card,0,357
174.08,bank transfer,0,183
385.07,debit card,0,274
74.11,credit card,0,68
18.45,credit card,0,233
61.87,credit card,1,207
492.8,bank transfer,0,104
15.97,bank transfer,0,60
134.58,bank transfer,0,1
64.73,credit card,0,142
20.64,credit card,0,59
400.84,credit card,0,35
494.76,debit card,0,15
180.19,bank transfer,0,137
241.05,PayPal,0,2
62.18,PayPal,0,329
24.07,credit card,0,68
288.12,PayPal,0,230
59.67,bank transfer,0,85
69.19,debit card,0,285
142.11,bank transfer,0,209
368.98,credit card,0,219
84.15,bank transfer,0,169
159.18,credit card,0,29
170.58,PayPal,0,104
295.01,credit card,0,163
309.25,bank transfer,0,221
59.64,PayPal,0,159
15.3,debit card,0,323
34.29,debit card,0,104
241.11,debit card,0,230
166.08,credit card,0,67
405.88,credit card,0,152
405.12,debit card,0,324
100.09,PayPal,0,307
53.97,credit card,0,211
236.66,PayPal,0,120
143.56,debit card,0,353
16.72,PayPal,0,279
936.85,credit card,0,222
286.19,PayPal,0,16
212.48,bank transfer,0,21
529.34,credit card,0,284
160.23,bank transfer,0,208
143.96,debit card,1,20
63.07,PayPal,0,260
288.93,debit card,0,58
1095.4,credit card,1,215
44.31,debit card,0,244
344.0,PayPal,0,327
439.73,PayPal,0,279
34.57,PayPal,0,295
99.24,bank transfer,0,8
235.75,bank transfer,1,30
374.6,PayPal,0,343
139.8,debit card,0,266
130.44,credit card,0,55
148.01,debit card,0,74
245.21,PayPal,1,7
95.6,PayPal,0,42
746.21,bank transfer,0,139
208.15,bank transfer,0,120
478.52,credit card,0,270
144.48,bank transfer,0,244
128.02,debit card,0,65
345.0,debit card,0,193
36.7,debit card,0,320
132.76,PayPal,0,141
307.94,debit card,0,149
2455.65,credit card,1,263
17.72,PayPal,0,246
43.51,credit card,0,75
65.89,credit card,0,85
157.35,PayPal,0,252
53.47,bank transfer,0,43
54.49,debit card,0,283
114.5,bank transfer,0,274
414.58,credit card,0,53
34.7,credit card,0,129
20.03,credit card,0,250
150.39,debit card,0,82
200.88,debit card,0,9
99.65,bank transfer,0,114
78.77,credit card,0,257
268.96,bank transfer,0,235
119.51,credit card,0,140
128.06,debit card,0,173
19.89,bank transfer,0,107
193.31,PayPal,0,93
26.28,PayPal,0,221
120.42,bank transfer,0,134
296.35,bank transfer,0,277
407.32,credit card,0,144
85.24,debit card,0,188
205.16,PayPal,0,315
57.84,credit card,0,235
10.03,credit card,0,170
247.54,credit card,0,165
176.65,bank transfer,0,320
198.34,credit card,0,302
246.11,bank transfer,0,294
450.14,debit card,0,238
468.54,debit card,0,43
133.54,PayPal,0,157
261.77,credit card,0,269
255.41,credit card,0,235
275.43,credit card,0,280
351.8,credit card,0,282
264.11,debit card,0,166
196.02,PayPal,0,102
69.75,PayPal,0,330
85.08,credit card,0,50
183.16,debit card,0,174
12.12,debit card,0,301
151.52,debit card,0,61
78.88,credit card,0,46
717.6,PayPal,0,196
859.93,bank transfer,0,355
12.17,bank transfer,0,168
380.62,PayPal,0,104
170.11,PayPal,0,40
124.75,PayPal,0,91
278.61,credit card,0,341
63.95,PayPal,0,268
346.81,credit card,0,181
25.32,bank transfer,0,135
424.29,debit card,0,263
361.0,bank transfer,0,241
59.11,bank transfer,0,209
156.33,credit card,0,147
576.74,credit card,0,36
35.99,debit card,0,110
217.81,credit card,1,340
144.48,credit card,0,239
27.21,PayPal,0,29
179.23,debit card,0,20
254.74,bank transfer,0,338
331.75,debit card,0,148
345.1,debit card,0,145
224.29,bank transfer,0,48
109.65,credit card,0,99
84.64,credit card,1,27
143.65,debit card,0,221
433.77,credit card,0,51
282.8,PayPal,0,265
108.71,credit card,0,51
95.34,PayPal,0,297
492.41,bank transfer,0,160
231.19,credit card,0,301
462.13,bank transfer,0,271
672.56,debit card,0,309
282.48,PayPal,0,166
112.11,debit card,0,116
119.4,debit card,0,210
1619.95,debit card,1,4
94.53,PayPal,0,247
17.14,debit card,0,129
535.03,credit card,0,15
19.9,PayPal,0,114
638.13,bank transfer,0,288
36.63,PayPal,0,354
537.6,credit card,1,343
26.63,credit card,0,92
354.95,PayPal,0,11
35.85,bank transfer,0,74
274.15,bank transfer,0,126
108.26,PayPal,0,294
132.9,debit card,0,109
90.25,bank transfer,0,342
207.01,bank transfer,0,192
78.45,bank transfer,0,62
389.57,bank transfer,0,219
486.97,credit card,0,68
110.4,bank transfer,0,9
12.03,PayPal,0,332
10.37,PayPal,0,239
33.5,credit card,0,236
47.92,credit card,0,237
933.09,credit card,0,12
284.0,debit card,0,71
255.23,credit card,0,145
475.85,bank transfer,0,7
695.25,debit card,1,304
101.09,bank transfer,0,151
59.7,credit card,0,44
814.34,bank transfer,0,135
158.39,debit card,0,291
2081.1000000000004,PayPal,1,92
113.03,credit card,0,40
14.25,bank transfer,0,347
459.65,bank transfer,0,273
191.69,credit card,0,34
317.59,credit card,0,296
198.36,bank transfer,0,96
302.34,debit card,0,320
189.12,debit card,1,23
129.65,credit card,0,24
122.26,bank transfer,0,217
38.65,credit card,0,168
303.61,PayPal,0,89
188.81,debit card,0,7
87.34,PayPal,0,164
88.12,bank transfer,0,255
810.8,bank transfer,0,250
111.17,bank transfer,0,8
233.43,bank transfer,0,247
353.22,bank transfer,1,9
118.06,bank transfer,0,242
112.58,debit card,0,28
89.73,debit card,0,166
71.92,debit card,0,24
298.93,bank transfer,0,188
170.71,bank transfer,0,99
56.22,credit card,0,254
616.64,bank transfer,0,35
91.47,bank transfer,0,177
342.87,credit card,0,64
948.15,debit card,1,197
310.63,PayPal,0,172
75.8,debit card,0,7
170.65,credit card,0,118
86.79,bank transfer,0,16
18.45,credit card,0,131
391.76,debit card,0,229
223.36,debit card,0,156
93.03,bank transfer,0,112
518.31,debit card,0,194
44.24,PayPal,0,284
211.0,PayPal,0,344
36.49,PayPal,0,171
69.45,debit card,0,165
390.6,bank transfer,1,340
12.01,debit card,0,29
83.17,debit card,0,128
148.69,bank transfer,0,191
82.3,credit card,0,151
202.35,debit card,0,2
131.99,bank transfer,0,194
219.57,credit card,0,176
102.92,bank transfer,0,160
34.58,credit card,1,71
290.45,PayPal,0,166
403.46,credit card,0,199
43.87,debit card,0,156
310.52,credit card,0,146
114.86,PayPal,0,81
151.79,PayPal,1,254
194.89,PayPal,0,46
152.88,credit card,0,308
19.63,PayPal,0,50
125.97,PayPal,0,133
136.98,credit card,0,45
68.34,credit card,0,322
22.03,credit card,0,202
535.5,debit card,0,294
298.36,PayPal,0,256
27.06,PayPal,0,314
83.34,credit card,0,245
148.39,bank transfer,0,317
41.11,PayPal,0,262
38.4,debit card,0,302
494.37,PayPal,0,10
680.15,debit card,1,19
135.79,credit card,0,251
94.2,credit card,0,205
23.06,PayPal,0,124
214.13,debit card,0,323
859.46,PayPal,0,153
139.03,bank transfer,0,14
68.26,credit card,0,319
565.12,credit card,0,32
52.29,credit card,0,127
47.57,credit card,0,222
180.28,debit card,0,49
20.36,debit card,0,253
117.55,PayPal,0,115
32.16,bank transfer,0,219
489.59,bank transfer,0,10
30.77,bank transfer,0,105
117.47,debit card,0,74
47.48,debit card,0,315
95.29,credit card,0,124
48.16,credit card,0,118
28.46,credit card,0,100
120.13,PayPal,0,7
294.62,debit card,0,152
260.08,bank transfer,0,231
158.2,debit card,0,122
575.47,credit card,0,201
123.61,credit card,0,277
107.61,PayPal,0,163
457.96,debit card,0,360
102.7,debit card,0,49
50.43,bank transfer,0,8
142.04,debit card,0,3
1470.55,PayPal,0,191
22.82,PayPal,0,206
268.5,PayPal,1,212
490.46,bank transfer,0,63
118.31,bank transfer,0,346
194.03,PayPal,0,102
137.31,credit card,0,228
44.09,bank transfer,0,80
654.98,bank transfer,0,83
128.36,credit card,0,187
192.13,credit card,0,127
871.97,PayPal,0,72
635.12,bank transfer,0,106
108.0,PayPal,0,116
54.39,bank transfer,0,38
104.81,bank transfer,0,4
90.9,bank transfer,0,152
132.82,PayPal,0,221
114.93,credit card,0,104
570.99,debit card,0,125
1133.3,PayPal,1,71
114.7,credit card,0,322
134.9,credit card,0,202
101.93,PayPal,0,326
482.99,PayPal,0,185
31.49,PayPal,0,94
12.62,PayPal,0,195
425.21,bank transfer,0,147
165.21,PayPal,0,114
105.9,PayPal,0,329
226.09,credit card,0,170
455.91,credit card,0,233
316.43,bank transfer,0,358
114.18,debit card,0,64
29.81,PayPal,0,17
246.39,PayPal,0,239
218.61,credit card,0,149
1144.5,debit card,1,20
216.73,bank transfer,0,193
71.91,credit card,0,243
109.56,PayPal,0,168
20.41,bank transfer,0,228
57.01,bank transfer,0,186
165.16,credit card,0,280
235.54,bank transfer,0,49
139.64,debit card,0,140
106.01,bank transfer,1,20
619.51,debit card,0,245
325.77,PayPal,0,131
91.68,credit card,0,227
244.89,PayPal,0,11
328.7,bank transfer,0,155
651.21,debit card,0,42
395.39,debit card,0,23
68.83,PayPal,0,195
384.66,credit card,0,105
176.43,bank transfer,0,91
259.32,bank transfer,0,25
273.54,bank transfer,0,77
464.58,PayPal,0,328
133.72,PayPal,0,223
119.65,bank transfer,0,289
992.72,credit card,0,188
379.55,debit card,0,232
349.55,debit card,0,291
31.12,debit card,0,274
41.38,PayPal,0,45
88.72,PayPal,0,132
404.27,bank transfer,0,84
166.85,debit card,0,48
145.36,credit card,0,363
198.21,credit card,0,62
484.28,bank transfer,0,52
54.6,debit card,0,156
98.8,bank transfer,1,112
38.11,PayPal,0,341
341.63,PayPal,0,38
932.48,credit card,0,67
552.08,bank transfer,0,231
203.91,debit card,0,78
293.65,debit card,0,6
63.24,PayPal,0,248
337.73,debit card,0,179
349.99,debit card,0,219
130.0,debit card,0,363
501.55,bank transfer,0,168
268.16,debit card,0,246
69.96,debit card,0,106
160.58,bank transfer,0,181
56.82,credit card,0,336
146.89,debit card,0,100
218.24,debit card,0,76
272.92,PayPal,0,212
25.79,credit card,0,71
128.96,bank transfer,0,92
269.85,debit card,0,120
32.09,PayPal,0,338
30.39,credit card,0,82
63.51,debit card,0,149
185.01,credit card,0,262
83.56,debit card,0,113
27.58,bank transfer,0,120
148.02,bank transfer,0,59
88.64,bank transfer,0,199
90.03,credit card,0,27
111.15,debit card,0,206
137.06,debit card,0,37
26.75,PayPal,0,211
342.56,PayPal,0,138
215.33,credit card,0,94
99.59,bank transfer,0,111
150.03,PayPal,0,229
733.47,PayPal,0,226
27.42,debit card,0,247
15.76,PayPal,0,112
52.37,bank transfer,0,292
183.87,PayPal,0,238
95.12,PayPal,0,348
564.25,debit card,0,205
37.8,credit card,0,116
226.77,PayPal,0,265
55.45,bank transfer,0,18
69.49,credit card,0,296
271.36,bank transfer,0,302
62.72,PayPal,0,30
218.26,PayPal,0,340
115.46,debit card,0,141
69.37,credit card,0,95
174.29,debit card,0,194
237.5,bank transfer,0,188
73.24,PayPal,0,185
302.92,PayPal,0,280
188.47,PayPal,0,193
1032.65,debit card,1,30
12.16,PayPal,1,4
189.9,debit card,0,37
163.77,bank transfer,0,317
158.83,bank transfer,0,346
151.58,bank transfer,0,247
101.77,debit card,0,138
134.96,credit card,0,341
252.99,credit card,0,259
